游戏应用ID,名称,发布日期,价格,最高同时在线人数,好评数,差评数,推荐数,支持Windows,支持Mac,支持Linux,游戏类别,玩法类型,游戏标签,评论总数,好评率,适用年龄,支持语言,媒体评价,开发商,发行商,展示图片链接,官方网站,支持邮箱,宣传视频链接
2149420,恐龙浩劫,2023/4/28,12.99,2,224,16,219,1,0,0,单人游戏，全手柄支持，Steam 云，家庭共享,动作，独立，抢先体验,第一人称射击游戏，恐龙，复古，动作，婴儿潮射击游戏，1990年代，氛围，生存恐怖，单人，第一人称，血腥，风格化，射击，独立，战斗，3D，科幻，暴力，抢先体验，重制版,240,93.33%,0,['英语'， '波兰语'， '乌克兰语'， '法语'， '西班牙语-西班牙'， '意大利语'， '德语'， '韩语'， '匈牙利语'， '日语'， '简体中文'],“Dino Trauma 感觉就像我们从来不知道自己需要的 FPS Dino Crisis 衍生产品。”Reload 弹匣,恐惧症互动,恐惧症互动,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2149420/header.jpg?t=1721610041,https://www.facebook.com/PhobiaInteractive,phobiainteractive@gmail.com,"http://video.akamai.steamstatic.com/store_trailers/256944114/movie_max.mp4?t=1682883994,http://video.akamai.steamstatic.com/store_trailers/256913566/movie_max.mp4?t=1667330793"
926860,血腥拉力秀,2020/2/19,19.99,2,248,26,228,1,1,1,单人游戏，多人游戏，玩家对战，共享/分屏玩家对战，合作，共享/分屏合作，共享/分屏，Steam成就，完全控制器支持，Steam集换式卡牌，Steam创意工坊，Steam云，统计，Steam排行榜，包括关卡编辑器，电视遥控游戏，一起遥控游戏，家庭共享,动作，独立，竞速，角色扮演，模拟，体育,格斗赛车，轻度 Rogue，竞速，体育，自走棋，沙盒，玩家对战，驾驶，困难，汽车模拟，生存，街机，角色自定义，2D，分屏，角色扮演，物理，交通，自上而下，人工智能,274,90.51%,0,['英语'， '法语'， '荷兰语'， '简体中文'， '葡萄牙语 - 巴西'， '西班牙语 - 拉丁美洲'],“如果你喜欢你所看到的，但通常你不是太多的赛车爱好者，也许可以给它一个机会。这确实是在尝试一些新的东西......前夕。。哦，不不，浮油把我送到了人群中，伙计！Northernlion “PC 上最好的自上而下的赛车游戏之一” Linux 上的游戏 “混乱、破坏和狂暴粉丝的完美结合” The Indie Gamer Magazine,科多利尼娅,科多利尼娅,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/926860/header.jpg?t=1723608975,https://kodolinija.com/bloody-rally-show/,,"http://video.akamai.steamstatic.com/store_trailers/256774841/movie_max.mp4?t=1581412721,http://video.akamai.steamstatic.com/store_trailers/256762882/movie_max.mp4?t=1569348054"
329460,喷气霸王龙,2015/4/21,9.99,2,434,64,229,1,1,1,单人游戏，多人，共享/分屏，Steam 成就，完全控制器支持，Steam 云，统计，Steam 排行榜，电视遥控游戏，一起遥控游戏，家庭共享,动作，冒险，独立，竞速,横向滚屏，2D 平台游戏，奔跑，竞速，困难，平台游戏，动作冒险，2D，可爱，恐龙，线性，多结局，非线性，开放世界，动漫，动作，像素图形，彩色，太空，科幻,498,87.15%,0,['英语'， '法语'， '意大利语'， '德语'， '西班牙语 - 西班牙'， '俄语'],“JumpJet Rex 在融合新旧精华方面做得非常出色” 80 – Destructoid “不过，在其怀旧的表面之外，是一款非常有趣的游戏，非常适合即玩即玩的游戏玩家，也适合希望创造世界纪录的铁杆爱好者。”88 – 数字胖子“如果您是像 Mega Man 这样的老式游戏的粉丝，这可能是您做过的最简单的购买。JumpJet Rex 对老式平台游戏的新派方法，以及计时赛元素和收藏的渴望，这款游戏绝对是必备的。90 – 游戏趋势,TreeFortress 游戏,TreeFortress 游戏,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/329460/header.jpg?t=1450395777,http://jumpjetrex.com,support@treefortress.com,"http://video.akamai.steamstatic.com/store_trailers/2035592/movie_max.mp4?t=1447365136,http://video.akamai.steamstatic.com/store_trailers/2038753/movie_max.mp4?t=1447373323,http://video.akamai.steamstatic.com/store_trailers/2036120/movie_max.mp4?t=1447365998"
244410,至高统治者1936,2014/5/9,9.99,2,208,79,248,1,0,0,单人游戏，多人，Steam 集换式卡牌，家庭共享,独立，模拟，策略,策略，独立，模拟，大战略，二战，历史，即时战略，战争，战争游戏，单人，沙盒，军事，多人游戏，抢先体验，政治，实时，实时暂停，回合制，3D，六边形网格,287,72.47%,0,['英语'],“Supreme Ruler 1936 把所有的基本知识都做好了......对于不怕挑战的战略家来说，这是一款可靠、有益的游戏。3.5/5 – -supreme-ruler-1936-pc.html “没有其他二战或任何全球战争策略游戏能与该系列的刺激相媲美” 85% – Armchair General “一款非常出色的二战策略游戏......出色的外交界面、强大的 AI 和历史准确性......Supreme Ruler 1936 取得了巨大的成功。4.5/5 – 游戏行业新闻,BattleGoat 工作室,BattleGoat 工作室,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/244410/header.jpg?t=1560371484,http://www.battlegoat.com/supreme_1936.php,support@battlegoat.com,http://video.akamai.steamstatic.com/store_trailers/2030394/movie_max.mp4?t=1447359745
1547380,死亡王国,2022/2/10,14.99,2,257,66,256,1,0,0,单人游戏，Steam 成就，部分控制器支持，家庭共享,动作，冒险，独立,婴儿潮射击游戏，独立，恐怖，第一人称射击，生存恐怖，手绘，黑色，动作，第一人称，冒险，地下，洛夫克拉夫特式，单人，漫画，风格化，动作冒险，战斗，3D，血腥，暴力,323,79.57%,0,['英语'， '法语'， '意大利语'， '德语'， '西班牙语-西班牙'， '简体中文'， '繁体中文'， '韩语'， '日语'， '波兰语'， '葡萄牙语-巴西'， '俄语'],“KINGDOM of the DEAD 是我 2022 年迄今为止玩过的最好的游戏。这本质上是一个简单的游戏，但它感觉如此独特和有趣，以至于全年都回到它会是一种乐趣。9/10 – GGRecon “《亡灵王国》是开发者的作品，他了解经典第一人称射击游戏为何如此有趣和迷人。游戏不怕有点不公平。连续爆头需要技巧，很难对付一大群混合敌人，尤其是在更高的难度下。但是当你在只剩下一点生命值的情况下完成 Boss 战时，感觉非常好。85/100 – 软百科 “复古风格的第一人称射击游戏没有比《亡灵王国》更时尚的了。”80/100 – 手指枪,DIRIGO 游戏,钩,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1547380/header.jpg?t=1694506682,,,"http://video.akamai.steamstatic.com/store_trailers/256873238/movie_max.mp4?t=1644515283,http://video.akamai.steamstatic.com/store_trailers/256840884/movie_max.mp4?t=1624962256,http://video.akamai.steamstatic.com/store_trailers/256888512/movie_max.mp4?t=1694506675"
1162280,永恒希望,2020/8/20,11.99,2,278,52,259,1,0,0,单人游戏，Steam 成就，完全控制器支持，Steam 云，家庭共享,冒险，独立,平台游戏，独立，剧情丰富，平台解谜，解谜，2D 平台游戏，冒险，单人，2D，奇幻，电影式，情感，浪漫，氛围，短片，物理，动作，探索，恐怖，好评原声音轨,330,84.24%,0,['英语'， '葡萄牙语 - 巴西'， '西班牙语 - 拉丁美洲'， '俄语'， '简体中文'， '法语'， '意大利语'， '德语'， '日语'， '韩语'， '繁体中文'],“Eternal Hope 是一款出色的独立游戏，玩家在完成它后会发现自己会思考好几天。”4/5 – 屏幕咆哮,Doublehit 游戏,夸利,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1162280/header.jpg?t=1667488910,https://www.eternalhopegame.com,support@kwalee.com,http://video.akamai.steamstatic.com/store_trailers/256819087/movie_max.mp4?t=1611246184
285820,亨克行动,2015/5/11,14.99,2,743,98,280,1,1,1,单人游戏，多人游戏，共享/分屏，跨平台多人模式，Steam 成就，完全控制器支持，Steam 集换式卡牌，Steam 创意工坊，Steam 云，统计，Steam 排行榜，Steam 回合通知，包括关卡编辑器，电视遥控游戏，一起遥控游戏，家庭共享,动作，独立，竞速,竞速，动作，独立，平台游戏，多人游戏，欢乐，关卡编辑器，奔跑，单人，本地多人，时间攻击，4 人本地,841,88.35%,0,['英语'， '法语'， '德语'， '荷兰语'， '芬兰语'， '瑞典语'， '丹麦语'， '西班牙语 - 西班牙'， '葡萄牙语 - 葡萄牙'],“...非常有趣且可重玩。石头， 布， 霰弹枪 “哦，天哪，这太神奇了！为什么我不早点玩这个游戏？YOGSCAST Martyn：“这是我自 1994 年以来玩过的最接近正宗的 Sonic 游戏。翘曲门,RageSquid （愤怒鱿鱼）,RageSquid （愤怒鱿鱼）,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/285820/header.jpg?t=1569934307,http://www.actionhenk.com,support@ragesquid.com,http://video.akamai.steamstatic.com/store_trailers/2039202/movie_max.mp4?t=1447374451
1494260,掠夺之河,2022/5/3,24.99,2,282,132,314,1,0,0,单人游戏，Steam 成就，完全控制器支持，Steam 云，家庭共享,动作，冒险，独立，角色扮演，策略,困难，动作类 Rogue，类魂类，地牢爬行，轻度 Rogue，角色扮演，快节奏，永久死亡，Rogue-like，策略，俯视，等距，控制器，程序生成，洛夫克拉夫特式，动作，哥特式，像素图形，单人，黑暗奇幻,414,68.12%,13,['英语'， '法语'， '意大利语'， '德语'， '西班牙语-西班牙'， '阿拉伯语'， '日语'， '韩语'， '波兰语'， '葡萄牙语-葡萄牙'， '葡萄牙语-巴西'， '俄语'， '简体中文'， '西班牙语-拉丁美洲'， '繁体中文'， '土耳其语'],“如果说 Loot River 在机制和视觉上都很诱人，那就等于淡化了是什么让这种地位的游戏如此值得反复探索。”90/100 – 铁杆游戏玩家 “俄罗斯方块和灵魂游戏在这个创造性的 roguelite 中进入搅拌机。”Eurogamer 推荐 – Eurogamer“Loot River 重新构想了它的一些灵感最佳元素，让玩家有机会巧妙地穿越每个环境，变得足够强大以切碎曾经不可能的威胁，并解开一个巧妙地编织到其游戏玩法中的故事。”85/100 – 游戏告密者,straka.studio 工作室,straka.studio，超热呈献,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1494260/header.jpg?t=1703004759,http://lootriver.com,support@straka.studio,"http://video.akamai.steamstatic.com/store_trailers/256825935/movie_max.mp4?t=1684190104,http://video.akamai.steamstatic.com/store_trailers/256989964/movie_max.mp4?t=1703004752,http://video.akamai.steamstatic.com/store_trailers/256892742/movie_max.mp4?t=1684190108"
277110,神秘岛归来,2014/3/6,7.99,2,332,69,330,1,0,0,单人游戏，家庭共享,冒险，休闲,冒险，休闲，指向与点击，解谜，女性主角，第一人称，探索，单人，密室逃脱,401,82.79%,0,['英语'， '法语'， '意大利语'， '德语'， '西班牙语 - 西班牙'， '波兰语'， '俄语'],“这个游戏与其说是解谜，不如说是要有创造力，看看有什么可能。”87% – 在线游戏结束 “我玩过很多冒险游戏，我从未见过这么多可能性。”87% – 值得玩 “一些冒险游戏设计师将一堆完全抽象且不相关的谜题放在一起，然后收工，[开发者] 花时间把事情做好。”80% – GameSpy,Kheops 工作室,微曲面,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/277110/header.jpg?t=1569852653,,support@microids.com,http://video.akamai.steamstatic.com/store_trailers/2030967/movie_max.mp4?t=1447360432
263400,人类坦克之战,2014/1/10,9.99,2,468,71,336,1,0,0,单人游戏，Steam 成就，Steam 集换式卡牌，Steam 云，数据，Steam 排行榜，家庭共享,冒险，独立，策略,策略，回合制战术，动漫，战争，机器人，坦克，喜剧，架空历史，六角格，剧集，视觉小说，可爱，反乌托邦，军事，超人类主义，独立，科幻，单人，2D，冒险,539,86.83%,0,['英语'],“这本身绝对是一个值得的头衔。角色的玩笑非常有趣，并通过扎实的战斗得到了增强。3.5/5 – Clark A. - 数字下载 “以一种奇怪的吸引人的方式不同;作为一款战争游戏，它设计精美且相当紧张。Costik - 玩这个东西 “如果你是一个对动漫感兴趣的军事爱好者，那么你肯定会对 War of the Human Tanks 感兴趣。”Matthew Kim - Twinfinite,烤肉万岁,果蝠工厂,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/263400/header.jpg?t=1667398664,http://fruitbatfactory.com/humantanks/,support@fruitbatfactory.com,"http://video.akamai.steamstatic.com/store_trailers/2030484/movie_max.mp4?t=1447359843,http://video.akamai.steamstatic.com/store_trailers/2030526/movie_max.mp4?t=1447359975,http://video.akamai.steamstatic.com/store_trailers/2030528/movie_max.mp4?t=1447359993"
1405790,疾速追杀：六边形,2020/12/4,19.99,2,420,246,344,1,1,0,单人游戏，Steam 成就，Steam 云，家庭共享,行动、策略,策略，动作，实时战术，时间管理，战术，射击，即时战略，单人，战斗，3D，风格化，时间纵，故事丰富，回合制战术，独立,666,63.06%,0,['英语'， '法语'， '意大利语'， '德语'， '西班牙语 - 西班牙'， '韩语'， '葡萄牙语 - 巴西'， '俄语'],“有史以来最好的电影改编之一，也是一款令人印象深刻的原创策略游戏，在紧张感和肾上腺素激增方面甚至可以与最好的动作游戏相媲美。”9/10 – Metro “这是一款流畅且运转良好的游戏，它成功地为您提供了一种新的、引人入胜的方式来体验 John Wick 及其标志性的混乱动作品牌。”8/10 – Gamespot “这不是一个完美的游戏，但 John Wick Hex 仍然不辜负它的前提，并为如何改编电影财产创造了新的蓝图。”8/10 – Destructoid,比塞尔游戏,Good Shepherd Entertainment,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1405790/header.jpg?t=1681918627,,support@goodshepherd.games,"http://video.akamai.steamstatic.com/store_trailers/256803040/movie_max.mp4?t=1602086644,http://video.akamai.steamstatic.com/store_trailers/256803897/movie_max.mp4?t=1602086654,http://video.akamai.steamstatic.com/store_trailers/256812278/movie_max.mp4?t=1607056289"
1046790,永恒之线,2022/5/19,19.99,2,530,83,354,1,0,0,单人游戏，Steam 成就，全手柄支持，家庭共享,冒险，独立,选择取向，剧情丰富，时间控，多结局，单人，调查，情感，冒险，氛围，叙事，惊悚，解谜，悬疑，探索，时空旅行，互动小说，浪漫，色情内容，后末日，女性主角,613,86.46%,0,['英语'， '法语'， '德语'， '西班牙语 - 西班牙'， '葡萄牙语 - 巴西'， '俄语'， '简体中文'， '繁体中文'],“这是一部非凡的故事作品，经过专业编写和制作，将平凡与未来交织在一起，创造出令人难以置信的引人入胜的作品。你不会想放下它，一旦你完成了，你会在接下来的几周内考虑它。这确实是一件特别的事情“ 10/10 – GameSpew ”Eternal Threads 是叙事游戏迷的必玩之作。“8/10 – Cultured Vultures ”一个令人毛骨悚然的高潮，让所有的时间篡改都是值得的。”7/10 – 边缘,宇航员工作室,秘密模式,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1046790/header.jpg?t=1702388088,https://eternalthreadsgame.com/,customerservice@secretmode.games,"http://video.akamai.steamstatic.com/store_trailers/256892280/movie_max.mp4?t=1655392088,http://video.akamai.steamstatic.com/store_trailers/256887136/movie_max.mp4?t=1652968692,http://video.akamai.steamstatic.com/store_trailers/256882028/movie_max.mp4?t=1649944150,http://video.akamai.steamstatic.com/store_trailers/256885994/movie_max.mp4?t=1652199771,http://video.akamai.steamstatic.com/store_trailers/256820311/movie_max.mp4?t=1612018529,http://video.akamai.steamstatic.com/store_trailers/256820310/movie_max.mp4?t=1612018557"
510540,遥远的日子,2023/10/10,24.99,2,405,41,391,1,1,0,单人游戏，Steam 成就，完全控制器支持，Steam 集换式卡牌，Steam 云，家庭共享,冒险，独立，角色扮演,政治，日系角色扮演，剧情丰富，选择取向，军事，动漫，团队角色扮演，剧情，2D，角色扮演，回合制战斗，架空历史，情感，单人，现代，战争，像素图形，叙事，视觉小说，政治模拟,446,90.81%,0,['英语'， '法语'， '德语'， '西班牙语 - 西班牙'， '葡萄牙语 - 巴西'， '俄语'， '西班牙语-拉丁美洲'， '繁体中文'， '简体中文'],“Long Gone Days 是一款真正令人难以忘怀的情感游戏，在您完成它后它会一直陪伴您。”91 – RPGFan “凭借其流畅的演示、不祥的配乐和黑暗的故事讲述，它为玩家奠定了坚实的基础，代表了一个独特而强大的信息，让玩家着迷。”8/10 – RPG 网站 “这是一款充满爱心的游戏，能够在 RPG 浪潮中脱颖而出......我敢肯定，Rourke 和他的其他朋友将在未来几年内被谈论。80 – 像素噪声,这是我梦寐以求的,宁静熔炉,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/510540/header.jpg?t=1702499864,http://www.longgonedays.com/,support@serenityforge.com,http://video.akamai.steamstatic.com/store_trailers/256973032/movie_max.mp4?t=1696953264
746400,Speed Dating for Ghosts,2018/2/13,6.99,2,470,20,452,1,1,0,单人游戏，Steam 成就，Steam 集换式卡牌，部分控制器支持，家庭共享,休闲，独立，模拟,选择取向，恋爱模拟，视觉小说，LGBTQ+，故事丰富，互动小说，情感，对话，手绘，极简主义，独立，黑色幽默，恐怖，超自然，短篇，非线性，休闲，浪漫，模拟，喜剧,490,95.92%,0,['英语'],“我被问到的是：跟我去我自己的谋杀现场。跟我一起去陪我年迈的朋友，他去世/失眠的时候。跟我来，会是一个惊喜（潜台词：“我很孤独，我喜欢你”）。我想参加这三场比赛。这永远不会发生。Sin Vega，石头纸霰弹枪 “我总是试图在我的选择中成为一个好鬼。”Abby Russell，Giant Bomb “在某种程度上，Speed Dating for Ghosts 是电子游戏中浪漫的一个很好的隐喻。就像鬼魂一样，电子游戏角色无法满足您的任何身体或安全需求。相反，浪漫在游戏中的吸引力在于情感或心理的一端。事实证明，这些是你死后也会需要的东西。迈克尔·摩尔，The Verge,Copychaser 游戏,Copychaser 游戏,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/746400/header.jpg?t=1617835652,http://speeddatingforghosts.com,support@copychaser.com,"http://video.akamai.steamstatic.com/store_trailers/256743068/movie_max.mp4?t=1550194341,http://video.akamai.steamstatic.com/store_trailers/256732786/movie_max.mp4?t=1540222528"
1568970,Torn Away,2023/9/29,9.74,2,511,34,455,1,0,0,单人游戏，Steam 成就，完全控制器支持，Steam 云，家庭共享,冒险，独立,故事丰富，氛围，女性主角，冒险，二战，战争，卡通，卡通，戏剧，情感，家庭友好，手绘，平台解谜游戏，步行模拟器，指向点击，可爱，视觉小说，探索，2D平台游戏，独立,545,93.76%,0,['英语'， '法语'， '德语'， '西班牙语-西班牙'， '波兰语'， '俄语'， '葡萄牙语-巴西'， '韩语'， '日语'， '意大利语'， '简体中文'， '繁体中文'， '土耳其语'],“在比赛中，Asya 本人发生了可怕的事情，我不敢剧透。只要知道，我不止一次用双手捂住喘息的嘴，就像一个过度保护的父母看到他们的孩子从滑梯的错误一侧滚下来的第一反应“ 8.8 – 冒险游戏热点 ”Torn Away 是为数不多的可以真正被视为任何定义都被视为艺术的视频游戏之一。显然，它的图形很棒，而且它的游戏玩法是互动的。游戏的故事写得非常好“ 10 – Jump Dash Roll ”Torn Away 是一个很好的例子，说明电子游戏如何参与复杂的主题并带来其他媒体无法提供的参与水平。”8.5 – 软百科,佩雷索克,perelesoq，山楂游戏,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1568970/header.jpg?t=1710402631,https://www.perelesoq.com/,perelesoq.info@gmail.com,"http://video.akamai.steamstatic.com/store_trailers/257006973/movie_max.mp4?t=1710400947,http://video.akamai.steamstatic.com/store_trailers/256972440/movie_max.mp4?t=1697564379,http://video.akamai.steamstatic.com/store_trailers/256966865/movie_max.mp4?t=1693414787"
545540,德克医生的疯狂感染,2017/5/19,8.99,2,445,88,474,1,1,1,单人游戏，Steam 成就，Steam 集换式卡牌，家庭共享,冒险，休闲，独立，模拟,全动态影像，洛夫克拉夫特式，氛围，黑暗，独立，剧情丰富，推理，悬疑，心理恐怖，心理，单人，冒险，恐怖，模拟，多结局，剧情，互动小说，选择取向，休闲，视觉小说,533,83.49%,17,['英语'],“Dekker 博士的感染性疯狂慢慢潜入，但一旦它被抓住，它就会把你拖到底部，让你留在那里。”Kotaku “非凡的表演和故事情节。”9/10 – 第六轴 “D'Avekki Studios 在他们的洛夫克拉夫特式谋杀之谜 The Infectious Madness of Dr. Dekker 中做得非常正确。”8/10 – 科技猛禽,D'Avekki Studios Ltd,D'Avekki Studios Ltd,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/545540/header.jpg?t=1725091791,http://www.doctordekker.com,support@doctordekker.com,http://video.akamai.steamstatic.com/store_trailers/256672774/movie_max.mp4?t=1490955001
530950,塔楼57号,2017/11/16,11.99,2,476,275,487,1,1,0,单人游戏，多人，合作，在线合作，共享/分屏合作，共享/分屏，Steam 成就，完全控制器支持，Steam 集换式卡牌，Steam 云，电视遥控游戏，一起遥控游戏，家庭共享,动作，独立,动作，独立，像素图形，俯视射击，反乌托邦，蒸汽朋克，本地合作，双摇杆射击，精彩原声音轨，2D，合作，复古，俯视，射击，多人,751,63.38%,0,['英语'， '法语'， '德语'， '西班牙语-西班牙'， '波兰语'， '俄语'， '简体中文'， '葡萄牙语-巴西'， '韩语'， '土耳其语'],“来自扭曲世界奇特之处的幽默提供了无尽的魅力，郁郁葱葱的环境令人赏心悦目，战斗节奏快，具有挑战性，而且很有趣。这是一款非常棒的动作游戏，值得复古游戏爱好者（以及其他人）一试，你会回来的......”4/5 – 铁杆玩家,Pixwerk 公司,11 比特工作室,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/530950/header.jpg?t=1694436584,http://tower57game.com/,support@11bitstudios.com,"http://video.akamai.steamstatic.com/store_trailers/256701268/movie_max.mp4?t=1510939365,http://video.akamai.steamstatic.com/store_trailers/256699371/movie_max.mp4?t=1510758614,http://video.akamai.steamstatic.com/store_trailers/256672165/movie_max.mp4?t=1510663262"
286460,黑镜2,2014/4/2,9.99,2,551,56,505,1,0,0,单人游戏，Steam 云，家庭共享,奇遇,冒险，指向与点击，恐怖，悬疑，单人，解谜，故事丰富，氛围，密室逃脱，第三人称,607,90.77%,0,['英语'， '法语'， '意大利语'， '德语'， '西班牙语-西班牙'， '捷克语'， '波兰语'， '俄语'],“总的来说，我发现《黑镜 II》是原版游戏的当之无愧的继任者，毫无疑问，我将来会多次重玩。”A – GameBoomers “如果你有一段时间没有玩过点击式动作冒险游戏了，那么《黑镜 II》应该足以让你回到老街区。”4.2/5 – 作弊代码中心,蔓越莓生产,THQ 北欧,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/286460/header.jpg?t=1725012352,,support@quanticlab.com,http://video.akamai.steamstatic.com/store_trailers/256682096/movie_max.mp4?t=1490704940
977230,Mars Power Industries Deluxe,2019/11/4,5.99,2,561,35,560,1,1,1,单人游戏，Steam 成就，完全控制器支持，Steam 集换式卡牌，Steam 云，手机远程畅玩，平板电脑远程畅玩，电视远程畅玩，家庭共享,休闲，独立,健康，资源管理，风格化，管理，解谜，棋盘游戏，放松，可爱，桌面，休闲，像素图形，大气，模拟，单人，策略，极简主义，2D，抽象，建筑，舒适,596,94.13%,0,['英语'， '法语'， '意大利语'， '德语'， '西班牙语 - 西班牙'， '阿拉伯语'， '简体中文'， '日语'， '韩语'， '波兰语'， '葡萄牙语 - 葡萄牙'， '俄语'， '西班牙语-拉丁美洲'， '葡萄牙语 - 巴西'],“与真正的 Mars 不同，Mars Power Industries 非常温和和诱人。”PocketGamer“Mars Power Industries 以其简单性吸引了我们。适合所有人的永恒益智游戏！AntyApps “在令人惊叹的声音设计之上是令人沉思的环境配乐。不祥、舒缓、赤裸裸的美丽，它会让你感觉自己真的置身于太空的前哨站。iTunes 今日游戏,7A Games，Rarykos,7A 游戏，Kurki.games,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/977230/header.jpg?t=1725006668,https://twitter.com/lukz_dev,contact@7agames.com,http://video.akamai.steamstatic.com/store_trailers/256763978/movie_max.mp4?t=1570479230
404200,战棋英雄,2018/2/8,19.99,2,519,165,574,1,0,0,单人游戏，Steam 成就，完全控制器支持，Steam 云，电视远程畅玩，家庭共享,角色扮演，策略,角色扮演，棋盘游戏，策略，动作，策略角色扮演，动作角色扮演，战术角色扮演，中世纪，六角网格，冒险，等角视角，战术，桌面游戏，牌组构建，单人，实时战术，实时，3D，美丽，氛围,684,75.88%,0,['英语'， '简体中文'， '法语'， '意大利语'， '德语'， '西班牙语-西班牙'， '俄语'， '葡萄牙语-葡萄牙'， '丹麦语'],“如果您曾经在友好的当地游戏店或兵棋推演大会上见过装饰精美的微缩模型桌，请了解 Wartile 比您以前见过的任何东西都要突飞猛进。”Polygon “Wartile 的世界看起来太漂亮了，不能流血” Kotaku “这是棋盘游戏和 RTS 动作的完美结合。重新发明轮子很难。但这是一款不同于我以前玩过的任何策略游戏。MMOHuts,Playwood 项目,Deck13，WhisperGames,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/404200/header.jpg?t=1693249757,http://www.wartile.com/,contact@wartile.com,"http://video.akamai.steamstatic.com/store_trailers/256748462/movie_max.mp4?t=1555663589,http://video.akamai.steamstatic.com/store_trailers/256729145/movie_max.mp4?t=1576569748,http://video.akamai.steamstatic.com/store_trailers/256708286/movie_max.mp4?t=1557488160"
401710,火钩小子,2017/4/18,14.99,2,613,209,585,1,1,1,单人游戏，Steam 成就，完全控制器支持，Steam 集换式卡牌，Steam 云，Steam 排行榜，电视远程游玩，家庭共享,动作，冒险，独立,动作类 Rogue，独立，动作，冒险，像素图形，轻度 Rogue，平台游戏，类 Rogue，2D，单人，困难，刷宝，2D 平台，海盗，精彩原声音轨，横向滚屏，彩色，重玩价值，程序生成，银河战士恶魔城,822,74.57%,0,['英语'， '法语'， '日语'],“Flinthook 是一款围绕抓钩构建的精美且快节奏的动作游戏，是我上周在 PAX East 上最喜欢的游戏。”Kotaku “......在拿起 Flinthook 的几秒钟内，控件就感觉灵敏且舒适，就像我们已经玩了多年游戏一样。多边形 “有了 Flinthook，我觉得 Tribute 可能正处于他们前所未有的成功风口浪尖。”Destructoid （结构体）,Tribute Games Inc.,Tribute Games Inc.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/401710/header.jpg?t=1724179628,http://www.flinthook.com,info@tributegames.com,http://video.akamai.steamstatic.com/store_trailers/256680970/movie_max.mp4?t=1488991075
336130,碎光城,2016/3/8,14.99,2,637,68,610,1,1,1,单人游戏，Steam 成就，Steam 集换式卡牌，提供字幕，Steam 云，提供解说，家庭共享,冒险，独立，角色扮演,冒险，指向和点击，女性主角，独立，后末日，像素图形，大气，单人，故事丰富，2D，悬疑，解谜，第三人称，多结局，经典，手绘，角色扮演,705,90.35%,0,['英语'],“在一个可信的后世界末日世界中，一个有趣的故事。”Rock Paper Shotgun “很棒的互动故事讲述。”Indiegames “感人而独特的体验” 冒险游戏玩家,Wadjet Eye Games,Wadjet Eye Games,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/336130/header.jpg?t=1666990614,http://www.shardlight-game.com,admin@wadjeteyegames.com,"http://video.akamai.steamstatic.com/store_trailers/256661046/movie_max.mp4?t=1456415499,http://video.akamai.steamstatic.com/store_trailers/256659556/movie_max.mp4?t=1454000495"
